configuration_id,subexperiment,scheduler_policy,victim_qasm,victim_tag,trial_id,trace_seed,queue_depth,tenant_count,hub_capacity,link_capacity,communication_qubits_per_module,priority_profile,decision_interval_ns,lookahead_window_ns,preemption_allowed,epr_prefetch_enabled,attacker_probe_count,attacker_both_completed_count,positive_delay_probe_fraction,negative_speedup_probe_fraction,failure_transition_probe_fraction,recovery_transition_probe_fraction,any_timing_change_probe_fraction,any_observable_change_probe_fraction,mean_signed_attacker_change_ns,mean_absolute_attacker_change_ns,max_positive_attacker_delay_ns,max_attacker_speedup_ns,total_absolute_attacker_change_ns,attacker_detection_probability,victim_only_success,combined_victim_success,victim_slowdown_ns_successful_only,victim_slowdown_ratio_successful_only,attacker_only_request_count,attacker_only_completed_request_count,attacker_only_rejected_request_count,attacker_only_queue_admission_rate,attacker_only_request_success_rate,attacker_only_mean_remote_latency_ns,attacker_only_p95_remote_latency_ns,attacker_only_p99_remote_latency_ns,attacker_only_mean_queue_delay_ns,attacker_only_p95_queue_delay_ns,attacker_only_deadline_miss_fraction,attacker_only_reordering_rate,attacker_only_tenant_success_fairness,attacker_only_tenant_wait_fairness,attacker_only_hub_utilization,attacker_only_link_utilization,attacker_only_communication_qubit_utilization,attacker_only_epr_reservation_utilization,attacker_only_mean_queue_occupancy,attacker_only_maximum_queue_occupancy,attacker_only_scheduler_decision_count,attacker_only_scheduler_idle_decision_count,attacker_only_preemption_event_count,attacker_only_epr_prefetched_count,attacker_only_epr_used_count,attacker_only_epr_expired_count,attacker_only_epr_cancelled_or_orphaned_count,attacker_only_epr_expiration_fraction,attacker_only_makespan_ns,victim_only_request_count,victim_only_completed_request_count,victim_only_rejected_request_count,victim_only_queue_admission_rate,victim_only_request_success_rate,victim_only_mean_remote_latency_ns,victim_only_p95_remote_latency_ns,victim_only_p99_remote_latency_ns,victim_only_mean_queue_delay_ns,victim_only_p95_queue_delay_ns,victim_only_deadline_miss_fraction,victim_only_reordering_rate,victim_only_tenant_success_fairness,victim_only_tenant_wait_fairness,victim_only_hub_utilization,victim_only_link_utilization,victim_only_communication_qubit_utilization,victim_only_epr_reservation_utilization,victim_only_mean_queue_occupancy,victim_only_maximum_queue_occupancy,victim_only_scheduler_decision_count,victim_only_scheduler_idle_decision_count,victim_only_preemption_event_count,victim_only_epr_prefetched_count,victim_only_epr_used_count,victim_only_epr_expired_count,victim_only_epr_cancelled_or_orphaned_count,victim_only_epr_expiration_fraction,victim_only_makespan_ns,combined_request_count,combined_completed_request_count,combined_rejected_request_count,combined_queue_admission_rate,combined_request_success_rate,combined_mean_remote_latency_ns,combined_p95_remote_latency_ns,combined_p99_remote_latency_ns,combined_mean_queue_delay_ns,combined_p95_queue_delay_ns,combined_deadline_miss_fraction,combined_reordering_rate,combined_tenant_success_fairness,combined_tenant_wait_fairness,combined_hub_utilization,combined_link_utilization,combined_communication_qubit_utilization,combined_epr_reservation_utilization,combined_mean_queue_occupancy,combined_maximum_queue_occupancy,combined_scheduler_decision_count,combined_scheduler_idle_decision_count,combined_preemption_event_count,combined_epr_prefetched_count,combined_epr_used_count,combined_epr_expired_count,combined_epr_cancelled_or_orphaned_count,combined_epr_expiration_fraction,combined_makespan_ns,victim_phase_boundary_count,observed_timing_transition_count,visible_phase_boundary_count,phase_boundary_visibility_fraction
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,square_root_n18.qasm,square_root_n18,0,1225188477,8,4,2,1,1,equal,20,500,False,False,48,1,0.0,0.0,0.9791666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,-0.0,0.0,0.9791666666666666,False,False,,,88,88,0,1.0,1.0,137.97727272727272,225.19999999999993,247.51999999999998,23.431818181818183,108.0,0.0,0.0,1.0,0.9645147101649684,0.224,0.13226666666666667,0.1792,0.0,0.09164444444444445,2,138,52,0,0,0,0,0,0.0,22500,156,12,144,0.32051282051282054,0.07692307692307693,1891.75,2941.0,2976.2,1780.0833333333333,2831.0,0.9743589743589743,0.015151515151515152,0.6630286493860845,0.37972027895329274,0.029956183492801575,0.014128588035410892,0.02396494679424126,0.0,0.9550657247607977,8,160,148,0,0,0,0,0,0.0,22366,204,13,191,0.45588235294117646,0.06372549019607843,1755.4615384615386,2937.0,2975.4,1643.923076923077,2827.0,0.9754901960784313,0.01282051282051282,0.5998332064230837,0.29383549033300044,0.03241527318250917,0.015112223911293928,0.025932218546007333,0.0,0.9555128319771081,8,160,147,0,0,0,0,0,0.0,22366,8,47,8,1.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,square_root_n18.qasm,square_root_n18,1,839628047,8,4,2,1,1,equal,20,500,False,False,48,1,0.0,0.0,0.9791666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,-0.0,0.0,0.9791666666666666,False,False,,,88,88,0,1.0,1.0,148.1931818181818,252.2999999999998,367.7799999999995,33.64772727272727,138.79999999999973,0.0,0.0010449320794148381,1.0,0.940045438622396,0.22202643171806166,0.1311013215859031,0.17762114537444934,0.0,0.13044052863436123,3,160,75,0,0,0,0,0,0.0,22700,156,10,146,0.28205128205128205,0.0641025641025641,2233.0,3060.0,3096.0,2123.0,2950.0,0.9871794871794872,0.1111111111111111,0.3333333333333333,0.4624560827048588,0.024375110795958162,0.009750044318383265,0.01950008863676653,0.0,0.9408792767239851,8,159,149,0,0,0,0,0,0.0,22564,204,11,193,0.4264705882352941,0.05392156862745098,2040.909090909091,3055.0,3095.0,1930.909090909091,2945.0,0.9852941176470589,0.10909090909090909,0.36416573715635453,0.2530794938490112,0.02681262187555398,0.010725048750221592,0.021450097500443185,0.0,0.9413224605566389,8,159,149,0,0,0,0,0,0.0,22564,7,47,7,1.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,square_root_n18.qasm,square_root_n18,2,722797481,8,4,2,1,1,equal,20,500,False,False,48,1,0.0,0.0,0.9791666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,-0.0,0.0,0.9791666666666666,False,False,,,88,88,0,1.0,1.0,135.13636363636363,202.64999999999998,340.0,20.59090909090909,82.64999999999999,0.0,0.0007836990595611285,1.0,0.9436232762376375,0.22281167108753316,0.13156498673740052,0.17824933687002653,0.0,0.08010610079575597,2,128,41,0,0,0,0,0,0.0,22620,156,10,146,0.30128205128205127,0.0641025641025641,2233.0,3060.0,3096.0,2123.0,2950.0,0.9871794871794872,0.1111111111111111,0.3333333333333333,0.46289685091677085,0.024457488438278194,0.009782995375311278,0.019565990750622556,0.0,0.9440590537175383,8,159,149,0,0,0,0,0,0.0,22488,204,11,193,0.4411764705882353,0.05392156862745098,2040.909090909091,3055.0,3095.0,1930.909090909091,2945.0,0.9852941176470589,0.10909090909090909,0.36416573715635453,0.25308115053665314,0.026903237282106012,0.010761294912842405,0.02152258982568481,0.0,0.9445037353255069,8,159,149,0,0,0,0,0,0.0,22488,7,47,7,1.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,qft_n18.qasm,qft_n18,0,371184162,8,4,2,1,1,equal,20,500,False,False,48,48,0.041666666666666664,0.020833333333333332,0.0,0.0,0.0625,0.0625,0.8333333333333334,2.5,40.0,40.0,120.0,0.0625,False,False,,,88,88,0,1.0,1.0,144.29545454545453,235.49999999999991,344.52,29.75,115.49999999999991,0.0,0.0005224660397074191,1.0,0.75761748676926,0.21970357454228423,0.12972972972972974,0.17576285963382737,0.0,0.11412380122057542,2,162,75,0,0,0,0,0,0.0,22940,106,30,76,0.9528301886792453,0.2830188679245283,285.2,903.2499999999997,1033.1000000000001,167.2,787.7499999999997,0.7264150943396226,0.0,0.43207660083782173,0.350771808854536,0.07715780296425458,0.055972101133391454,0.06172624237140366,0.0,0.2186573670444638,8,77,47,0,0,0,0,0,0.0,22940,154,78,76,0.9675324675324676,0.5064935064935064,203.02564102564102,786.2499999999993,1100.3000000000004,89.94871794871794,676.2499999999993,0.5064935064935064,0.00333000333000333,0.5720608261461642,0.4528677235768009,0.19224062772449868,0.1020052310374891,0.15379250217959894,0.0,0.3058413251961639,8,166,88,0,0,0,0,0,0.0,22940,9,6,8,0.8888888888888888
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,qft_n18.qasm,qft_n18,1,1696776632,8,4,2,1,1,equal,20,500,False,False,48,48,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,1.25,1.25,60.0,-0.0,60.0,0.020833333333333332,False,False,,,88,88,0,1.0,1.0,136.0340909090909,211.24999999999977,321.03999999999996,21.488636363636363,93.84999999999975,0.0,0.0005224660397074191,1.0,0.9045498558228204,0.22380106571936056,0.1321492007104796,0.17904085257548846,0.0,0.08396980461811723,2,124,39,0,0,0,0,0,0.0,22520,106,49,57,0.9150943396226415,0.46226415094339623,248.08163265306123,939.9999999999995,1139.7999999999995,129.30612244897958,829.9999999999995,0.5566037735849056,0.012755102040816327,0.7536676902081201,0.6715391008934725,0.12921847246891652,0.0975133214920071,0.10337477797513321,0.0,0.28134991119005326,8,109,60,0,0,0,0,0,0.0,22520,154,97,57,0.935064935064935,0.6298701298701299,209.8556701030928,788.9999999999989,1404.599999999999,95.42268041237114,670.9999999999989,0.3961038961038961,0.007087628865979381,0.8146817248459959,0.7368572633424597,0.2464476021314387,0.144404973357016,0.19715808170515098,0.0,0.41101243339253996,8,194,101,0,0,0,0,0,0.0,22520,8,2,0,0.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,qft_n18.qasm,qft_n18,2,2082075390,8,4,2,1,1,equal,20,500,False,False,48,48,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,2.9166666666666665,2.9166666666666665,100.0,-0.0,140.0,0.041666666666666664,False,False,,,88,88,0,1.0,1.0,136.9431818181818,219.29999999999998,276.5799999999997,22.397727272727273,99.29999999999998,0.0,0.00026123301985370953,1.0,0.8984480959425734,0.23076923076923078,0.13626373626373625,0.18461538461538463,0.0,0.09024725274725275,2,131,45,0,0,0,0,0,0.0,21840,106,50,56,0.9622641509433962,0.4716981132075472,252.02,910.4999999999997,1131.0999999999997,133.22,800.4999999999997,0.5471698113207547,0.005714285714285714,0.7627477681948857,0.676367481792849,0.13598901098901098,0.10274725274725274,0.1087912087912088,0.0,0.3049908424908425,8,127,77,0,0,0,0,0,0.0,21840,154,98,56,0.961038961038961,0.6363636363636364,205.31632653061226,801.4999999999991,1205.5000000000005,90.8265306122449,691.4999999999991,0.38311688311688313,0.004839049021670524,0.8213851761846901,0.7125709113671864,0.25686813186813184,0.1510989010989011,0.20549450549450549,0.0,0.40755494505494505,8,201,107,0,0,0,0,0,0.0,21840,9,3,0,0.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,dnn_n16.qasm,dnn_n16,0,1620206565,8,4,2,1,1,equal,20,500,False,False,48,1,0.0,0.0,0.9791666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,-0.0,0.0,0.9791666666666666,False,False,,,88,88,0,1.0,1.0,144.02272727272728,232.0,264.3099999999996,29.477272727272727,112.0,0.0,0.00026123301985370953,1.0,0.9648891480198682,0.2202797202797203,0.13006993006993006,0.17622377622377622,0.0,0.11337412587412588,3,148,66,0,0,0,0,0,0.0,22880,112,12,100,0.9196428571428571,0.10714285714285714,1988.3333333333333,2610.0,2654.0,1878.3333333333333,2500.0,0.9821428571428571,0.0,0.3333333333333333,0.4464875620308111,0.029013539651837523,0.01160541586073501,0.02321083172147002,0.0,0.9908563390188149,8,230,218,0,0,0,0,0,0.0,22748,160,13,147,0.9125,0.08125,1844.6153846153845,2605.0,2653.0,1734.6153846153845,2495.0,0.98125,0.0,0.3115384615384616,0.25341293604110765,0.031431334622823985,0.012572533849129593,0.025145067698259187,0.0,0.9912959381044487,8,231,218,0,0,0,0,0,0.0,22748,11,47,11,1.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,dnn_n16.qasm,dnn_n16,1,697250935,8,4,2,1,1,equal,20,500,False,False,48,1,0.0,0.0,0.9791666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,-0.0,0.0,0.9791666666666666,False,False,,,88,88,0,1.0,1.0,139.42045454545453,222.95,251.3099999999996,24.875,105.94999999999997,0.0,0.00026123301985370953,1.0,0.9021502949237966,0.2212467076382792,0.13064091308165057,0.17699736611062336,0.0,0.09609306409130816,2,144,56,0,0,0,0,0,0.0,22780,112,32,80,0.9375,0.2857142857142857,836.59375,2562.25,2634.0,720.34375,2452.25,0.8035714285714286,0.016129032258064516,0.4414414414414416,0.3435422220623549,0.08214459214768362,0.054056441284282115,0.06571567371814689,0.0,1.0180188137614274,8,257,225,0,0,0,0,0,0.0,22643,160,33,127,0.925,0.20625,814.8787878787879,2562.0,2633.0,698.8181818181819,2452.0,0.85625,0.015151515151515152,0.3428661882650908,0.4306283559457842,0.08457359890473877,0.05502804398710418,0.06765887912379101,0.0,1.0184604513536193,8,258,225,0,0,0,0,0,0.0,22643,11,47,11,1.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,dnn_n16.qasm,dnn_n16,2,847807681,8,4,2,1,1,equal,20,500,False,False,48,1,0.0,0.0,0.9791666666666666,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,-0.0,0.0,0.9791666666666666,False,False,,,88,88,0,1.0,1.0,139.85227272727272,227.0,311.6399999999999,25.306818181818183,110.0,0.0,0.00026123301985370953,1.0,0.8303662581757679,0.2179930795847751,0.128719723183391,0.17439446366782008,0.0,0.09632352941176471,3,143,56,0,0,0,0,0,0.0,23120,112,13,99,0.9107142857142857,0.11607142857142858,1845.2307692307693,2605.0,2653.0,1734.4615384615386,2495.0,0.9732142857142857,0.01282051282051282,0.5168195718654435,0.33678928804895203,0.031460281394739144,0.013632788604386962,0.025168225115791313,0.0,0.9852311456785808,8,230,217,0,0,0,0,0,0.0,22886,160,14,146,0.90625,0.0875,1727.7142857142858,2600.0,2652.0,1617.0,2490.0,0.975,0.01098901098901099,0.45915771622385526,0.3143718968375392,0.03386349733461505,0.014594074980337324,0.02709079786769204,0.0,0.9891636808529232,8,231,217,0,0,0,0,0,0.0,22886,11,47,11,1.0
cfg_a3195d38,queue_communication_capacity,static_circuit_layer,sat_n11.qasm,sat_n11,0,418224880,8,4,2,1,1,equal,20,500,False,False,48,48,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,1.25,1.25,60.0,-0.0,60.0,0.020833333333333332,False,False,,,88,88,0,1.0,1.0,135.60227272727272,187.54999999999995,251.52999999999918,21.056818181818183,70.0,0.0,0.00026123301985370953,1.0,0.8644088141316033,0.22560429722470904,0.13321396598030438,0.18048343777976725,0.0,0.08294538943598925,2,133,45,0,0,0,0,0,0.0,22340,76,29,47,0.8947368421052632,0.3815789473684211,274.48275862068965,864.9999999999998,990.5999999999999,155.86206896551724,748.9999999999998,0.631578947368421,0.007389162561576354,0.49019607843137253,0.3628266076467088,0.07742167806985956,0.05797623334533669,0.061937342455887646,0.0,0.20345696795102627,8,73,45,0,0,0,0,0,0.0,22216,124,96,28,0.9596774193548387,0.7741935483870968,188.26041666666666,616.25,1076.2499999999995,73.67708333333333,503.75,0.24193548387096775,0.0043859649122807015,0.8512145748987854,0.6652292234443385,0.24619516562220234,0.14574753804834378,0.19695613249776187,0.0,0.3166069829901522,8,185,90,0,0,0,0,0,0.0,22340,7,2,0,0.0
