task_name,evaluator_label,schedule_profile,link_success_probability,trace_count,mean_abs_excess_ns,mean_signed_excess_ns,delayed_fraction,speedup_fraction,p95_excess_ns,inferred_busy_period_ns,actual_retry_count,victim_success_fraction
distillation_depth_inference,distill_2,dense_periodic,0.65,12,33059.51589458489,33059.51589458489,0.9791666666666666,0.0,44581.788395888114,19740.0,92.5,0.9937368388455345
distillation_depth_inference,distill_2,dense_periodic,0.8,12,25853.960339029334,25853.960339029334,0.9791666666666666,0.0,34863.95506255478,19740.0,40.25,1.0
distillation_depth_inference,distill_2,dense_periodic,0.95,12,21282.901311251553,21282.901311251553,0.9791666666666666,0.0,28936.871729221446,19740.0,8.833333333333334,1.0
distillation_depth_inference,distill_2,sparse_periodic,0.65,12,5493.621351286474,5493.621351286474,0.9513888888888888,0.0,10347.256920444446,18200.0,33.833333333333336,0.986082444673776
distillation_depth_inference,distill_2,sparse_periodic,0.8,12,3120.5254989912123,3120.5254989912123,0.9565972222222222,0.0,6392.142238195161,17990.0,20.583333333333332,1.0
distillation_depth_inference,distill_2,sparse_periodic,0.95,12,559.1346376791238,559.1346376791238,0.8611111111111112,0.0,1087.625,9415.0,3.75,1.0
distillation_depth_inference,distill_2,synchronization_bursty,0.65,12,63820.56826605535,63820.56826605535,0.9791666666666666,0.0,78603.0732646239,19740.0,149.0,0.9897582055421039
distillation_depth_inference,distill_2,synchronization_bursty,0.8,12,51430.72451605535,51430.72451605535,0.9791666666666666,0.0,62770.98993129057,19740.0,63.25,1.0
distillation_depth_inference,distill_2,synchronization_bursty,0.95,12,44137.651599388686,44137.651599388686,0.9791666666666666,0.0,53661.11493129057,19740.0,14.416666666666666,1.0
protocol_inference,direct_transfer,dense_periodic,0.65,12,1959.7396665835422,1959.7396665835422,0.9791666666666666,0.0,3679.04980530443,19740.0,0.0,1.0
protocol_inference,direct_transfer,dense_periodic,0.8,12,1959.7396665835422,1959.7396665835422,0.9791666666666666,0.0,3679.04980530443,19740.0,0.0,1.0
protocol_inference,direct_transfer,dense_periodic,0.95,12,1959.7396665835422,1959.7396665835422,0.9791666666666666,0.0,3679.04980530443,19740.0,0.0,1.0
protocol_inference,direct_transfer,sparse_periodic,0.65,12,61.14678247907705,61.14678247907705,0.4826388888888889,0.0,199.48537794686854,910.0,0.0,1.0
protocol_inference,direct_transfer,sparse_periodic,0.8,12,61.14678247907705,61.14678247907705,0.4826388888888889,0.0,199.48537794686854,910.0,0.0,1.0
protocol_inference,direct_transfer,sparse_periodic,0.95,12,61.14678247907705,61.14678247907705,0.4826388888888889,0.0,199.48537794686854,910.0,0.0,1.0
protocol_inference,direct_transfer,synchronization_bursty,0.65,12,5836.2268025934545,5836.2268025934545,0.9791666666666666,0.0,10603.683755840124,19740.0,0.0,1.0
protocol_inference,direct_transfer,synchronization_bursty,0.8,12,5836.2268025934545,5836.2268025934545,0.9791666666666666,0.0,10603.683755840124,19740.0,0.0,1.0
protocol_inference,direct_transfer,synchronization_bursty,0.95,12,5836.2268025934545,5836.2268025934545,0.9791666666666666,0.0,10603.683755840124,19740.0,0.0,1.0
protocol_inference,on_demand_epr,dense_periodic,0.65,12,555.6531080456233,555.6531080456233,0.907986111111111,0.0,1086.1009038151044,14175.0,22.166666666666668,0.9779942682116595
protocol_inference,on_demand_epr,dense_periodic,0.8,12,353.92881109933984,353.92881109933984,0.8333333333333334,0.0,664.8771113559845,12600.0,10.916666666666666,0.9981060606060606
protocol_inference,on_demand_epr,dense_periodic,0.95,12,332.7132677186149,332.7132677186149,0.7829861111111112,0.0,628.9398655164351,11550.0,1.5,1.0
protocol_inference,on_demand_epr,sparse_periodic,0.65,12,30.526132584254213,30.526132584254213,0.359375,0.0,147.44312794923528,1715.0,10.666666666666666,0.9907120743034056
protocol_inference,on_demand_epr,sparse_periodic,0.8,12,24.055350321687033,24.055350321687033,0.3090277777777778,0.0,140.69552328291982,1435.0,4.416666666666667,1.0
protocol_inference,on_demand_epr,sparse_periodic,0.95,12,18.635731638576505,18.635731638576505,0.25347222222222227,0.0,128.24592331050215,1085.0,0.9166666666666666,1.0
protocol_inference,on_demand_epr,synchronization_bursty,0.65,12,11129.697749427585,11129.697749427585,0.9791666666666666,0.0,14758.74628381848,19740.0,38.166666666666664,0.9795062360740326
protocol_inference,on_demand_epr,synchronization_bursty,0.8,12,7274.20999021891,7274.20999021891,0.9791666666666666,0.0,10322.21565352892,19740.0,20.5,0.9962962962962963
protocol_inference,on_demand_epr,synchronization_bursty,0.95,12,4485.136332574761,4485.136332574761,0.9791666666666666,0.0,6682.287617547386,19740.0,2.9166666666666665,1.0
protocol_inference,prefetched_epr,dense_periodic,0.65,12,471.0698686335945,471.0698686335945,0.9027777777777777,0.0,893.994893816401,15540.0,23.166666666666668,1.0
protocol_inference,prefetched_epr,dense_periodic,0.8,12,342.8335800039179,342.8335800039179,0.765625,0.0,639.0389716680489,11270.0,10.416666666666666,1.0
protocol_inference,prefetched_epr,dense_periodic,0.95,12,329.9021823394139,329.9021823394139,0.71875,0.0,626.6478099709655,10850.0,2.0,1.0
protocol_inference,prefetched_epr,sparse_periodic,0.65,12,41.67904023114143,41.67904023114143,0.3645833333333333,0.0,198.00587974612458,1785.0,8.916666666666666,1.0
protocol_inference,prefetched_epr,sparse_periodic,0.8,12,34.16250723015862,34.16250723015862,0.3246527777777778,0.0,174.50868590304958,1540.0,5.416666666666667,1.0
protocol_inference,prefetched_epr,sparse_periodic,0.95,12,31.507729319300378,31.507729319300378,0.2847222222222222,0.0,179.36351746233743,1330.0,1.75,1.0
protocol_inference,prefetched_epr,synchronization_bursty,0.65,12,1615.5052294217867,1615.5052294217867,0.9791666666666666,0.0,2898.092411585576,19740.0,37.75,1.0
protocol_inference,prefetched_epr,synchronization_bursty,0.8,12,1601.466482870297,1601.466482870297,0.9791666666666666,0.0,2818.0479017113043,19740.0,19.333333333333332,1.0
protocol_inference,prefetched_epr,synchronization_bursty,0.95,12,1399.3099618052836,1399.3099618052836,0.9774305555555555,0.0,2466.9398862799026,19425.0,4.416666666666667,1.0
protocol_inference,teledata,dense_periodic,0.65,12,554.4214756214449,554.4214756214449,0.8784722222222222,0.0,1114.0938508163074,14245.0,22.5,1.0
protocol_inference,teledata,dense_periodic,0.8,12,431.7972517003907,431.7972517003907,0.8177083333333334,0.0,793.4996591461176,11410.0,11.5,1.0
protocol_inference,teledata,dense_periodic,0.95,12,334.4400500305497,334.4400500305497,0.7517361111111112,0.0,634.51581633749,10920.0,2.25,1.0
protocol_inference,teledata,sparse_periodic,0.65,12,46.40009370639072,46.40009370639072,0.4166666666666667,0.0,186.02308964772098,1855.0,11.916666666666666,1.0
protocol_inference,teledata,sparse_periodic,0.8,12,32.61175061059536,32.61175061059536,0.3072916666666667,0.0,171.67017300019072,1435.0,5.583333333333333,1.0
protocol_inference,teledata,sparse_periodic,0.95,12,30.289194274146354,30.289194274146354,0.2916666666666667,0.0,165.98330947233623,1295.0,1.1666666666666667,1.0
protocol_inference,teledata,synchronization_bursty,0.65,12,2926.41559501134,2926.41559501134,0.9791666666666666,0.0,5255.308187714373,19740.0,40.833333333333336,1.0
protocol_inference,teledata,synchronization_bursty,0.8,12,2972.5830827485465,2972.5830827485465,0.9791666666666666,0.0,4977.484585637599,19740.0,18.333333333333332,1.0
protocol_inference,teledata,synchronization_bursty,0.95,12,2564.1308394556104,2564.1308394556104,0.9791666666666666,0.0,4202.873837240895,19740.0,3.9166666666666665,1.0
protocol_inference,telegate,dense_periodic,0.65,12,602.6904399465202,602.6904399465202,0.8923611111111112,0.0,1171.659116220674,15015.0,23.583333333333332,1.0
protocol_inference,telegate,dense_periodic,0.8,12,350.98078535614826,350.98078535614826,0.7881944444444445,0.0,660.300325551831,11550.0,11.75,1.0
protocol_inference,telegate,dense_periodic,0.95,12,328.61496191810426,328.61496191810426,0.7152777777777778,0.0,625.222164362166,10780.0,1.3333333333333333,1.0
protocol_inference,telegate,sparse_periodic,0.65,12,49.22232837635127,49.22232837635127,0.3836805555555556,0.0,227.69798483532247,2205.0,12.083333333333334,1.0
protocol_inference,telegate,sparse_periodic,0.8,12,33.18410887010015,33.18410887010015,0.3246527777777778,0.0,166.60450123232317,1435.0,5.833333333333333,1.0
protocol_inference,telegate,sparse_periodic,0.95,12,30.29841288344092,30.29841288344092,0.2899305555555555,0.0,169.3516422261933,1470.0,1.1666666666666667,1.0
protocol_inference,telegate,synchronization_bursty,0.65,12,2364.8155726287705,2364.8155726287705,0.9791666666666666,0.0,4398.073328531824,19740.0,37.333333333333336,1.0
protocol_inference,telegate,synchronization_bursty,0.8,12,2319.517635094432,2319.517635094432,0.9791666666666666,0.0,4003.9922443835276,19740.0,17.5,1.0
protocol_inference,telegate,synchronization_bursty,0.95,12,1796.8404793012412,1796.8404793012412,0.9791666666666666,0.0,3028.648048812383,19740.0,3.4166666666666665,1.0
protocol_label_only_control,direct_transfer,dense_periodic,0.65,12,633.6498777311073,633.6498777311073,0.8819444444444445,0.0,1229.878873338785,14910.0,25.666666666666668,1.0
protocol_label_only_control,direct_transfer,dense_periodic,0.8,12,358.28566689249925,358.28566689249925,0.7725694444444445,0.0,702.1415768081,11445.0,10.416666666666666,1.0
protocol_label_only_control,direct_transfer,dense_periodic,0.95,12,329.772790252833,329.772790252833,0.7222222222222222,0.0,624.0981327014132,10955.0,2.1666666666666665,1.0
protocol_label_only_control,direct_transfer,sparse_periodic,0.65,12,45.29058664078129,45.29058664078129,0.390625,0.0,203.7685707062343,2275.0,10.916666666666666,1.0
protocol_label_only_control,direct_transfer,sparse_periodic,0.8,12,34.745833187195664,34.745833187195664,0.3142361111111111,0.0,183.50004105831462,1435.0,5.333333333333333,1.0
protocol_label_only_control,direct_transfer,sparse_periodic,0.95,12,29.720789006021892,29.720789006021892,0.2864583333333333,0.0,164.8232351749109,1400.0,1.3333333333333333,1.0
protocol_label_only_control,direct_transfer,synchronization_bursty,0.65,12,2317.106632101776,2317.106632101776,0.9791666666666666,0.0,4280.7068141872005,19740.0,35.25,1.0
protocol_label_only_control,direct_transfer,synchronization_bursty,0.8,12,2261.6956756471986,2261.6956756471986,0.9791666666666666,0.0,3998.6493166895757,19740.0,18.166666666666668,1.0
protocol_label_only_control,direct_transfer,synchronization_bursty,0.95,12,1791.8298562669806,1791.8298562669806,0.9791666666666666,0.0,2981.113772287166,19740.0,3.75,1.0
protocol_label_only_control,on_demand_epr,dense_periodic,0.65,12,633.6498777311073,633.6498777311073,0.8819444444444445,0.0,1229.878873338785,14910.0,25.666666666666668,1.0
protocol_label_only_control,on_demand_epr,dense_periodic,0.8,12,358.28566689249925,358.28566689249925,0.7725694444444445,0.0,702.1415768081,11445.0,10.416666666666666,1.0
