victim_qasm,victim_tag,trial_id,configuration_id,subexperiment,allocation_policy,communication_qubits_per_module,tenants_sharing_module,reservation_duration_ns,reset_time_ns,epr_prefetch_enabled,allocation_coordination,allocation_granularity,hub_capacity,attacker_probe_count,attacker_baseline_rejected,attacker_combined_rejected,victim_only_rejected,victim_combined_rejected,attacker_combined_failed_request_count,victim_combined_failed_request_count,baseline_avg_communication_qubit_queue_delay_ns,combined_avg_communication_qubit_queue_delay_ns,avg_excess_communication_qubit_queue_delay_ns,avg_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_effective_excess_turnaround_time_ns,delayed_or_failed_probe_count,attacker_detection_probability,balanced_detection_accuracy,allocation_change_probability,allocation_conflict_count,redirected_endpoint_count,combined_failed_request_count,combined_request_failure_rate,communication_qubit_utilization,reset_utilization,allocation_hold_utilization,reservation_utilization,effective_communication_qubit_utilization,epr_prefetched_pair_count,epr_used_pair_count,epr_wasted_pair_count,epr_stranded_pair_count,epr_pair_wastage_fraction,jain_grant_fairness,jain_inverse_wait_fairness,victim_only_completion_time_ns,combined_victim_completion_time_ns,victim_slowdown_ratio,victim_failed_in_combined,mean_attacker_reuse_delay_ns,mean_victim_reuse_delay_ns
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__noepr__global__per_job,epr_coordination_granularity,coherence_aware,2,4,500,50,False,global,per_job,64,48,False,False,False,False,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,3718,0,16,0.16,0.08155339805825243,0.037069726390114736,0.0,0.3894174757281553,0.5080406001765225,0,0,0,0,0.0,0.6211267605633802,0.28663043124085424,1650.0,1010.0,0.6121212121212121,True,276.0416666666667,229.0
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__noepr__global__per_layer,epr_coordination_granularity,coherence_aware,2,4,500,50,False,global,per_layer,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.1875,458,0,0,0.0,0.09503239740820735,0.04319654427645788,0.0,0.3273693304535637,0.46559827213822896,0,0,0,0,0.0,0.7697044334975369,0.25589480894578986,1330.0,1560.0,1.1729323308270676,False,278.75,205.41666666666666
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__noepr__global__per_operation,epr_coordination_granularity,coherence_aware,2,4,500,50,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,540,0,0,0.0,0.09352946178046084,0.042513391718391295,0.0,0.342309327438143,0.47835218093699516,0,0,0,0,0.0,0.7697044334975369,0.25433865290291086,1015.0,1015.0,1.0,False,276.0416666666667,183.75
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__noepr__local__per_job,epr_coordination_granularity,coherence_aware,2,4,500,50,False,local,per_job,64,48,False,False,False,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,2390,0,7,0.07,0.08662150719729043,0.03937341236240474,0.17455122777307366,0.3983911939034716,0.6989373412362405,0,0,0,0,0.0,0.7157398212512414,0.2615196568812268,1015.0,1010.0,0.9950738916256158,True,276.0416666666667,262.9166666666667
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__noepr__local__per_layer,epr_coordination_granularity,coherence_aware,2,4,500,50,False,local,per_layer,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,385,0,0,0.0,0.09401709401709402,0.042735042735042736,0.013106837606837608,0.33264529914529917,0.4825042735042735,0,0,0,0,0.0,0.7697044334975369,0.25839209851602324,1015.0,1015.0,1.0,False,276.0416666666667,262.9166666666667
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__noepr__local__per_operation,epr_coordination_granularity,coherence_aware,2,4,500,50,False,local,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,596,0,0,0.0,0.09458704157530419,0.04299410980695645,0.029425168751880993,0.3636871748570446,0.5306934949911862,0,0,0,0,0.0,0.7697044334975369,0.2543573973441424,1015.0,1015.0,1.0,False,276.0416666666667,262.9166666666667
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__epr__global__per_job,epr_coordination_granularity,coherence_aware,2,4,500,50,True,global,per_job,64,48,False,False,False,False,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,3451,0,13,0.13,0.0571795970852979,0.0372910415773682,0.0,0.4668538362623232,0.5613244749249893,184,116,26,4,0.16304347826086957,0.6549844236760125,0.26269598227890045,1175.0,1010.0,0.8595744680851064,True,325.0,190.625
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__epr__global__per_layer,epr_coordination_granularity,coherence_aware,2,4,500,50,True,global,per_layer,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,726,0,0,0.0,0.06495726495726496,0.042735042735042736,0.0,0.3366923076923077,0.4443846153846154,210,136,37,4,0.19523809523809524,0.7697044334975369,0.2548332737952384,1330.0,1510.0,1.1353383458646618,False,370.9166666666667,180.20833333333334
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__epr__global__per_operation,epr_coordination_granularity,coherence_aware,2,4,500,50,True,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.020833333333333332,490,0,0,0.0,0.07021624881537003,0.04307745326096321,0.0,0.3643964848798139,0.4776901869561472,210,114,49,5,0.2571428571428571,0.7697044334975369,0.2568502399467253,1015.0,1015.0,1.0,False,355.1354166666667,183.75
bv_n19.qasm,bv_n19,0,epr_coordination_granularity__coherence_aware__cq2__ten4__res500__reset50__epr__local__per_job,epr_coordination_granularity,coherence_aware,2,4,500,50,True,local,per_job,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,3074,0,12,0.12,0.05929245486275693,0.037919593226181755,0.0044598612487611496,0.4807816607058215,0.5824535700435214,186,112,36,5,0.22043010752688172,0.6648351648351648,0.2646919749686556,1015.0,1015.0,1.0,False,325.0,262.9166666666667
