step,op_name,qubits,modules_touched,is_cross_module,params
0,rz,0,module_0,False,[1.5707963267948966]
1,sx,0,module_0,False,[]
2,rz,0,module_0,False,[3.141592653589793]
3,rz,1,module_0,False,[1.5707963267948966]
4,sx,1,module_0,False,[]
5,rz,1,module_0,False,[3.141592653589793]
6,rz,2,module_0,False,[1.5707963267948966]
7,sx,2,module_0,False,[]
8,rz,2,module_0,False,[3.141592653589793]
9,rz,3,module_0,False,[1.5707963267948966]
10,sx,3,module_0,False,[]
11,rz,3,module_0,False,[3.141592653589793]
12,rz,4,module_0,False,[1.5707963267948966]
13,sx,4,module_0,False,[]
14,rz,4,module_0,False,[1.5707963267948966]
15,cx,"3,4",module_0,False,[]
16,rz,4,module_0,False,[-1.8520855626383386]
17,cx,"3,4",module_0,False,[]
18,rz,5,module_1,False,[1.5707963267948966]
19,sx,5,module_1,False,[]
20,rz,5,module_1,False,[1.5707963267948966]
21,cx,"1,5","module_0,module_1",True,[]
22,rz,5,module_1,False,[-1.8520855626383386]
23,cx,"1,5","module_0,module_1",True,[]
24,rz,6,module_1,False,[1.5707963267948966]
25,sx,6,module_1,False,[]
26,rz,6,module_1,False,[1.5707963267948966]
27,cx,"5,6",module_1,False,[]
28,rz,6,module_1,False,[-1.8520855626383386]
29,cx,"5,6",module_1,False,[]
30,rz,5,module_1,False,[1.5707963267948966]
31,sx,5,module_1,False,[]
32,rz,5,module_1,False,[10.06947618404091]
33,sx,5,module_1,False,[]
34,rz,5,module_1,False,[7.853981633974483]
35,rz,7,module_1,False,[1.5707963267948966]
36,sx,7,module_1,False,[]
37,rz,7,module_1,False,[1.5707963267948966]
38,cx,"2,7","module_0,module_1",True,[]
39,rz,7,module_1,False,[-1.8520855626383386]
40,cx,"2,7","module_0,module_1",True,[]
41,rz,8,module_1,False,[1.5707963267948966]
42,sx,8,module_1,False,[]
43,rz,8,module_1,False,[1.5707963267948966]
44,cx,"0,8","module_0,module_1",True,[]
45,rz,8,module_1,False,[-1.8520855626383386]
