attacker_request_id,probe_id,spacing_name,round_start_time_ns,request_release_time_ns,preceding_interval_ns,actual_arrival_time_ns,service_start_time_ns,victim_on_completion_time_ns,service_time_ns,victim_on_waiting_time_ns,victim_on_turnaround_time_ns,source_module,target_modules,architecture_request_id,baseline_waiting_time_ns,baseline_turnaround_time_ns,baseline_completion_time_ns,excess_waiting_time_ns,excess_turnaround_time_ns,victim_contention_observed
0,0,spacing_alternating_mild,1000,1030,,1030,1030,1140,110,0,110,module_3,module_4,0,0,110,1140,0,0,False
1,1,spacing_alternating_mild,1280,1310,280.0,1310,2920,3030,110,1610,1720,module_3,module_4,17,0,110,1420,1610,1610,True
2,2,spacing_alternating_mild,1840,1870,560.0,1870,3030,3140,110,1160,1270,module_3,module_4,18,0,110,1980,1160,1160,True
3,3,spacing_alternating_mild,2120,2150,280.0,2150,3140,3250,110,990,1100,module_3,module_4,19,0,110,2260,990,990,True
4,4,spacing_alternating_mild,2680,2710,560.0,2710,3250,3360,110,540,650,module_3,module_4,20,0,110,2820,540,540,True
5,5,spacing_alternating_mild,2960,2990,280.0,2990,3360,3470,110,370,480,module_3,module_4,21,0,110,3100,370,370,True
6,6,spacing_alternating_mild,3520,3550,560.0,3550,3550,3660,110,0,110,module_3,module_4,22,0,110,3660,0,0,False
7,7,spacing_alternating_mild,3800,3830,280.0,3830,3830,3940,110,0,110,module_3,module_4,23,0,110,3940,0,0,False
8,8,spacing_alternating_mild,4360,4390,560.0,4390,4390,4500,110,0,110,module_3,module_4,24,0,110,4500,0,0,False
9,9,spacing_alternating_mild,4640,4670,280.0,4670,4670,4780,110,0,110,module_3,module_4,25,0,110,4780,0,0,False
10,10,spacing_alternating_mild,5200,5230,560.0,5230,5230,5340,110,0,110,module_3,module_4,26,0,110,5340,0,0,False
11,11,spacing_alternating_mild,5480,5510,280.0,5510,5510,5620,110,0,110,module_3,module_4,27,0,110,5620,0,0,False
12,12,spacing_alternating_mild,6040,6070,560.0,6070,6070,6180,110,0,110,module_3,module_4,28,0,110,6180,0,0,False
13,13,spacing_alternating_mild,6320,6350,280.0,6350,6350,6460,110,0,110,module_3,module_4,29,0,110,6460,0,0,False
14,14,spacing_alternating_mild,6880,6910,560.0,6910,6910,7020,110,0,110,module_3,module_4,30,0,110,7020,0,0,False
15,15,spacing_alternating_mild,7160,7190,280.0,7190,7190,7300,110,0,110,module_3,module_4,31,0,110,7300,0,0,False
16,16,spacing_alternating_mild,7720,7750,560.0,7750,7750,7860,110,0,110,module_3,module_4,32,0,110,7860,0,0,False
17,17,spacing_alternating_mild,8000,8030,280.0,8030,8030,8140,110,0,110,module_3,module_4,33,0,110,8140,0,0,False
18,18,spacing_alternating_mild,8560,8590,560.0,8590,8590,8700,110,0,110,module_3,module_4,34,0,110,8700,0,0,False
19,19,spacing_alternating_mild,8840,8870,280.0,8870,8870,8980,110,0,110,module_3,module_4,35,0,110,8980,0,0,False
20,20,spacing_alternating_mild,9400,9430,560.0,9430,9430,9540,110,0,110,module_3,module_4,36,0,110,9540,0,0,False
21,21,spacing_alternating_mild,9680,9710,280.0,9710,9710,9820,110,0,110,module_3,module_4,37,0,110,9820,0,0,False
22,22,spacing_alternating_mild,10240,10270,560.0,10270,10270,10380,110,0,110,module_3,module_4,38,0,110,10380,0,0,False
23,23,spacing_alternating_mild,10520,10550,280.0,10550,10550,10660,110,0,110,module_3,module_4,39,0,110,10660,0,0,False
24,24,spacing_alternating_mild,11080,11110,560.0,11110,11110,11220,110,0,110,module_3,module_4,40,0,110,11220,0,0,False
25,25,spacing_alternating_mild,11360,11390,280.0,11390,11390,11500,110,0,110,module_3,module_4,41,0,110,11500,0,0,False
26,26,spacing_alternating_mild,11920,11950,560.0,11950,11950,12060,110,0,110,module_3,module_4,42,0,110,12060,0,0,False
27,27,spacing_alternating_mild,12200,12230,280.0,12230,12230,12340,110,0,110,module_3,module_4,43,0,110,12340,0,0,False
28,28,spacing_alternating_mild,12760,12790,560.0,12790,12790,12900,110,0,110,module_3,module_4,44,0,110,12900,0,0,False
29,29,spacing_alternating_mild,13040,13070,280.0,13070,13070,13180,110,0,110,module_3,module_4,45,0,110,13180,0,0,False
30,30,spacing_alternating_mild,13600,13630,560.0,13630,13630,13740,110,0,110,module_3,module_4,46,0,110,13740,0,0,False
31,31,spacing_alternating_mild,13880,13910,280.0,13910,13910,14020,110,0,110,module_3,module_4,47,0,110,14020,0,0,False
32,32,spacing_alternating_mild,14440,14470,560.0,14470,14470,14580,110,0,110,module_3,module_4,48,0,110,14580,0,0,False
33,33,spacing_alternating_mild,14720,14750,280.0,14750,14750,14860,110,0,110,module_3,module_4,49,0,110,14860,0,0,False
34,34,spacing_alternating_mild,15280,15310,560.0,15310,15310,15420,110,0,110,module_3,module_4,50,0,110,15420,0,0,False
35,35,spacing_alternating_mild,15560,15590,280.0,15590,15590,15700,110,0,110,module_3,module_4,51,0,110,15700,0,0,False
36,36,spacing_alternating_mild,16120,16150,560.0,16150,16150,16260,110,0,110,module_3,module_4,52,0,110,16260,0,0,False
37,37,spacing_alternating_mild,16400,16430,280.0,16430,16430,16540,110,0,110,module_3,module_4,53,0,110,16540,0,0,False
38,38,spacing_alternating_mild,16960,16990,560.0,16990,16990,17100,110,0,110,module_3,module_4,54,0,110,17100,0,0,False
