victim_qasm,victim_tag,subexperiment,configuration_id,trial_id,execution_mode,allocation_policy,communication_qubits_per_module,tenants_sharing_module,reservation_duration_ns,reset_time_ns,epr_prefetch_enabled,allocation_coordination,allocation_granularity,bb_request_count,bb_failure_fraction,bb_redirect_fraction,bb_prefetched_epr_use_fraction,bb_turnaround_mean_ns,bb_turnaround_std_ns,bb_turnaround_median_ns,bb_turnaround_max_ns,bb_queue_mean_ns,bb_queue_std_ns,bb_queue_max_ns,bb_wait_mean_ns,bb_wait_std_ns,bb_wait_max_ns,bb_conflict_mean,bb_conflict_sum,bb_source_reuse_mean_ns,bb_target_reuse_mean_ns,bb_turnaround_p90_ns,bb_queue_p90_ns,bb_probe_turnaround_000,bb_probe_turnaround_001,bb_probe_turnaround_002,bb_probe_turnaround_003,bb_probe_turnaround_004,bb_probe_turnaround_005,bb_probe_turnaround_006,bb_probe_turnaround_007,bb_probe_turnaround_008,bb_probe_turnaround_009,bb_probe_turnaround_010,bb_probe_turnaround_011,bb_probe_turnaround_012,bb_probe_turnaround_013,bb_probe_turnaround_014,bb_probe_turnaround_015,bb_probe_turnaround_016,bb_probe_turnaround_017,bb_probe_turnaround_018,bb_probe_turnaround_019,bb_probe_turnaround_020,bb_probe_turnaround_021,bb_probe_turnaround_022,bb_probe_turnaround_023,bb_probe_turnaround_024,bb_probe_turnaround_025,bb_probe_turnaround_026,bb_probe_turnaround_027,bb_probe_turnaround_028,bb_probe_turnaround_029,bb_probe_turnaround_030,bb_probe_turnaround_031,bb_probe_turnaround_032,bb_probe_turnaround_033,bb_probe_turnaround_034,bb_probe_turnaround_035,bb_probe_turnaround_036,bb_probe_turnaround_037,bb_probe_turnaround_038,bb_probe_turnaround_039,bb_probe_turnaround_040,bb_probe_turnaround_041,bb_probe_turnaround_042,bb_probe_turnaround_043,bb_probe_turnaround_044,bb_probe_turnaround_045,bb_probe_turnaround_046,bb_probe_turnaround_047,bb_probe_queue_000,bb_probe_queue_001,bb_probe_queue_002,bb_probe_queue_003,bb_probe_queue_004,bb_probe_queue_005,bb_probe_queue_006,bb_probe_queue_007,bb_probe_queue_008,bb_probe_queue_009,bb_probe_queue_010,bb_probe_queue_011,bb_probe_queue_012,bb_probe_queue_013,bb_probe_queue_014,bb_probe_queue_015,bb_probe_queue_016,bb_probe_queue_017,bb_probe_queue_018,bb_probe_queue_019,bb_probe_queue_020,bb_probe_queue_021,bb_probe_queue_022,bb_probe_queue_023,bb_probe_queue_024,bb_probe_queue_025,bb_probe_queue_026,bb_probe_queue_027,bb_probe_queue_028,bb_probe_queue_029,bb_probe_queue_030,bb_probe_queue_031,bb_probe_queue_032,bb_probe_queue_033,bb_probe_queue_034,bb_probe_queue_035,bb_probe_queue_036,bb_probe_queue_037,bb_probe_queue_038,bb_probe_queue_039,bb_probe_queue_040,bb_probe_queue_041,bb_probe_queue_042,bb_probe_queue_043,bb_probe_queue_044,bb_probe_queue_045,bb_probe_queue_046,bb_probe_queue_047,bb_probe_failed_000,bb_probe_failed_001,bb_probe_failed_002,bb_probe_failed_003,bb_probe_failed_004,bb_probe_failed_005,bb_probe_failed_006,bb_probe_failed_007,bb_probe_failed_008,bb_probe_failed_009,bb_probe_failed_010,bb_probe_failed_011,bb_probe_failed_012,bb_probe_failed_013,bb_probe_failed_014,bb_probe_failed_015,bb_probe_failed_016,bb_probe_failed_017,bb_probe_failed_018,bb_probe_failed_019,bb_probe_failed_020,bb_probe_failed_021,bb_probe_failed_022,bb_probe_failed_023,bb_probe_failed_024,bb_probe_failed_025,bb_probe_failed_026,bb_probe_failed_027,bb_probe_failed_028,bb_probe_failed_029,bb_probe_failed_030,bb_probe_failed_031,bb_probe_failed_032,bb_probe_failed_033,bb_probe_failed_034,bb_probe_failed_035,bb_probe_failed_036,bb_probe_failed_037,bb_probe_failed_038,bb_probe_failed_039,bb_probe_failed_040,bb_probe_failed_041,bb_probe_failed_042,bb_probe_failed_043,bb_probe_failed_044,bb_probe_failed_045,bb_probe_failed_046,bb_probe_failed_047,true_victim_present,classification_group
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation,0,attacker_only,coherence_aware,1,2,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation,0,combined,coherence_aware,1,2,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation,1,attacker_only,coherence_aware,1,2,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation,1,combined,coherence_aware,1,2,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation,2,attacker_only,coherence_aware,1,2,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation,2,combined,coherence_aware,1,2,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core_policy_capacity_tenancy__coherence_aware__cq1__ten2__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation,0,attacker_only,coherence_aware,1,3,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation,0,combined,coherence_aware,1,3,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation,1,attacker_only,coherence_aware,1,3,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation
bv_n19.qasm,bv_n19,core_policy_capacity_tenancy,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation,1,combined,coherence_aware,1,3,500,50,False,global,per_operation,48,0.0,0.0,0.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,276.0416666666667,276.0416666666667,110.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core_policy_capacity_tenancy__coherence_aware__cq1__ten3__res500__reset50__noepr__global__per_operation
