run_type,victim_remote_event_id,victim_trace_step,op_name,qubits,source_module,target_modules,arrival_time_ns,service_start_time_ns,completion_time_ns,waiting_time_ns,turnaround_time_ns,service_time_ns
victim_present,0,6,cx,"0,6",module_0,module_1,10525,10525,10635,0,110,110
victim_present,1,7,cx,"1,8",module_0,module_1,10530,10635,10745,105,215,110
victim_present,2,8,cx,"2,10",module_0,module_1,10535,10745,10855,210,320,110
victim_present,3,9,cx,"3,6",module_0,module_1,10540,10855,10965,315,425,110
victim_present,4,10,cx,"3,7",module_0,module_1,10545,10965,11075,420,530,110
victim_present,5,11,cx,"4,8",module_0,module_1,10550,11075,11185,525,635,110
victim_present,6,12,cx,"4,9",module_0,module_1,10555,11185,11295,630,740,110
victim_present,7,13,cx,"5,10",module_0,module_1,10560,11295,11405,735,845,110
victim_present,8,14,cx,"5,11",module_0,module_1,10565,11405,11515,840,950,110
victim_present,9,25,ccx,"7,6,13",module_1,module_2,10620,11515,11625,895,1005,110
victim_present,10,26,ccx,"13,8,14",module_1,module_2,10625,11625,11735,1000,1110,110
victim_present,11,27,ccx,"14,9,15",module_1,module_2,10630,11735,11845,1105,1215,110
victim_present,12,28,ccx,"15,10,16",module_1,module_2,10635,11845,11955,1210,1320,110
victim_present,13,29,ccx,"16,11,17",module_1,module_2,10640,11955,12065,1315,1425,110
victim_present,14,31,ccx,"16,11,17",module_1,module_2,10650,12065,12175,1415,1525,110
victim_present,15,32,ccx,"15,10,16",module_1,module_2,10655,12175,12285,1520,1630,110
victim_present,16,33,ccx,"14,9,15",module_1,module_2,10660,12285,12395,1625,1735,110
victim_present,17,34,ccx,"13,8,14",module_1,module_2,10665,12395,12505,1730,1840,110
victim_present,18,35,ccx,"7,6,13",module_1,module_2,10670,12505,12615,1835,1945,110
victim_present,19,41,cx,"0,6",module_0,module_1,10700,12615,12725,1915,2025,110
victim_present,20,42,cx,"1,8",module_0,module_1,10705,12725,12835,2020,2130,110
victim_present,21,43,cx,"2,10",module_0,module_1,10710,12835,12945,2125,2235,110
victim_present,22,44,cx,"3,6",module_0,module_1,10715,12945,13055,2230,2340,110
victim_present,23,45,cx,"3,7",module_0,module_1,10720,13055,13165,2335,2445,110
victim_present,24,46,cx,"4,8",module_0,module_1,10725,13165,13275,2440,2550,110
victim_present,25,47,cx,"4,9",module_0,module_1,10730,13275,13385,2545,2655,110
victim_present,26,48,cx,"5,10",module_0,module_1,10735,13385,13495,2650,2760,110
victim_present,27,49,cx,"5,11",module_0,module_1,10740,13495,13605,2755,2865,110
victim_present,28,67,ccx,"1,0,13",module_0,module_2,10830,13605,13715,2775,2885,110
victim_present,29,68,ccx,"13,2,14",module_0,module_2,10835,13715,13825,2880,2990,110
victim_present,30,69,ccx,"14,3,15",module_0,module_2,10840,13825,13935,2985,3095,110
victim_present,31,70,ccx,"15,4,16",module_0,module_2,10845,13935,14045,3090,3200,110
victim_present,32,71,ccx,"16,5,17",module_0,module_2,10850,14045,14155,3195,3305,110
victim_present,33,73,ccx,"16,5,17",module_0,module_2,10860,14155,14265,3295,3405,110
victim_present,34,74,ccx,"15,4,16",module_0,module_2,10865,14265,14375,3400,3510,110
victim_present,35,75,ccx,"14,3,15",module_0,module_2,10870,14375,14485,3505,3615,110
victim_present,36,76,ccx,"13,2,14",module_0,module_2,10875,14485,14595,3610,3720,110
victim_present,37,77,ccx,"1,0,13",module_0,module_2,10880,14595,14705,3715,3825,110
victim_present,38,90,cx,"0,6",module_0,module_1,10945,14705,14815,3760,3870,110
victim_present,39,91,cx,"1,8",module_0,module_1,10950,14815,14925,3865,3975,110
victim_present,40,92,cx,"2,10",module_0,module_1,10955,14925,15035,3970,4080,110
victim_present,41,93,cx,"3,6",module_0,module_1,10960,15035,15145,4075,4185,110
victim_present,42,94,cx,"3,7",module_0,module_1,10965,15145,15255,4180,4290,110
victim_present,43,95,cx,"4,8",module_0,module_1,10970,15255,15365,4285,4395,110
victim_present,44,96,cx,"4,9",module_0,module_1,10975,15365,15475,4390,4500,110
victim_present,45,97,cx,"5,10",module_0,module_1,10980,15475,15585,4495,4605,110
victim_present,46,98,cx,"5,11",module_0,module_1,10985,15585,15695,4600,4710,110
victim_present,47,109,ccx,"7,6,13",module_1,module_2,11040,15695,15805,4655,4765,110
victim_present,48,110,ccx,"13,8,14",module_1,module_2,11045,15805,15915,4760,4870,110
victim_present,49,111,ccx,"14,9,15",module_1,module_2,11050,15915,16025,4865,4975,110
victim_present,50,112,ccx,"15,10,16",module_1,module_2,11055,16025,16135,4970,5080,110
victim_present,51,113,ccx,"16,11,17",module_1,module_2,11060,16135,16245,5075,5185,110
victim_present,52,115,ccx,"16,11,17",module_1,module_2,11070,16245,16355,5175,5285,110
victim_present,53,116,ccx,"15,10,16",module_1,module_2,11075,16355,16465,5280,5390,110
victim_present,54,117,ccx,"14,9,15",module_1,module_2,11080,16465,16575,5385,5495,110
victim_present,55,118,ccx,"13,8,14",module_1,module_2,11085,16575,16685,5490,5600,110
victim_present,56,119,ccx,"7,6,13",module_1,module_2,11090,16685,16795,5595,5705,110
victim_present,57,125,cx,"0,6",module_0,module_1,11120,16795,16905,5675,5785,110
victim_present,58,126,cx,"1,8",module_0,module_1,11125,16905,17015,5780,5890,110
victim_present,59,127,cx,"2,10",module_0,module_1,11130,17015,17125,5885,5995,110
victim_present,60,128,cx,"3,6",module_0,module_1,11135,17125,17235,5990,6100,110
victim_present,61,129,cx,"3,7",module_0,module_1,11140,17235,17345,6095,6205,110
victim_present,62,130,cx,"4,8",module_0,module_1,11145,17345,17455,6200,6310,110
victim_present,63,131,cx,"4,9",module_0,module_1,11150,17455,17565,6305,6415,110
victim_present,64,132,cx,"5,10",module_0,module_1,11155,17565,17675,6410,6520,110
victim_present,65,133,cx,"5,11",module_0,module_1,11160,17675,17785,6515,6625,110
victim_present,66,151,ccx,"1,0,13",module_0,module_2,11250,17785,17895,6535,6645,110
victim_present,67,152,ccx,"13,2,14",module_0,module_2,11255,17895,18005,6640,6750,110
victim_present,68,153,ccx,"14,3,15",module_0,module_2,11260,18005,18115,6745,6855,110
victim_present,69,154,ccx,"15,4,16",module_0,module_2,11265,18115,18225,6850,6960,110
victim_present,70,155,ccx,"16,5,17",module_0,module_2,11270,18225,18335,6955,7065,110
victim_present,71,157,ccx,"16,5,17",module_0,module_2,11280,18335,18445,7055,7165,110
victim_present,72,158,ccx,"15,4,16",module_0,module_2,11285,18445,18555,7160,7270,110
victim_present,73,159,ccx,"14,3,15",module_0,module_2,11290,18555,18665,7265,7375,110
victim_present,74,160,ccx,"13,2,14",module_0,module_2,11295,18665,18775,7370,7480,110
victim_present,75,161,ccx,"1,0,13",module_0,module_2,11300,18775,18885,7475,7585,110
victim_present,76,174,cx,"0,6",module_0,module_1,11365,18885,18995,7520,7630,110
victim_present,77,175,cx,"1,8",module_0,module_1,11370,18995,19105,7625,7735,110
victim_present,78,176,cx,"2,10",module_0,module_1,11375,19105,19215,7730,7840,110
victim_present,79,177,cx,"3,6",module_0,module_1,11380,19215,19325,7835,7945,110
victim_present,80,178,cx,"3,7",module_0,module_1,11385,19325,19435,7940,8050,110
victim_present,81,179,cx,"4,8",module_0,module_1,11390,19435,19545,8045,8155,110
victim_present,82,180,cx,"4,9",module_0,module_1,11395,19545,19655,8150,8260,110
victim_present,83,181,cx,"5,10",module_0,module_1,11400,19655,19765,8255,8365,110
victim_present,84,182,cx,"5,11",module_0,module_1,11405,19765,19875,8360,8470,110
victim_present,85,193,ccx,"7,6,13",module_1,module_2,11460,19875,19985,8415,8525,110
victim_present,86,194,ccx,"13,8,14",module_1,module_2,11465,19985,20095,8520,8630,110
victim_present,87,195,ccx,"14,9,15",module_1,module_2,11470,20095,20205,8625,8735,110
victim_present,88,196,ccx,"15,10,16",module_1,module_2,11475,20205,20315,8730,8840,110
victim_present,89,197,ccx,"16,11,17",module_1,module_2,11480,20315,20425,8835,8945,110
victim_present,90,199,ccx,"16,11,17",module_1,module_2,11490,20425,20535,8935,9045,110
victim_present,91,200,ccx,"15,10,16",module_1,module_2,11495,20535,20645,9040,9150,110
victim_present,92,201,ccx,"14,9,15",module_1,module_2,11500,20645,20755,9145,9255,110
victim_present,93,202,ccx,"13,8,14",module_1,module_2,11505,20755,20865,9250,9360,110
victim_present,94,203,ccx,"7,6,13",module_1,module_2,11510,20865,20975,9355,9465,110
victim_present,95,209,cx,"0,6",module_0,module_1,11540,20975,21085,9435,9545,110
victim_present,96,210,cx,"1,8",module_0,module_1,11545,21085,21195,9540,9650,110
victim_present,97,211,cx,"2,10",module_0,module_1,11550,21195,21305,9645,9755,110
victim_present,98,212,cx,"3,6",module_0,module_1,11555,21305,21415,9750,9860,110
victim_present,99,213,cx,"3,7",module_0,module_1,11560,21415,21525,9855,9965,110
victim_present,100,214,cx,"4,8",module_0,module_1,11565,21525,21635,9960,10070,110
victim_present,101,215,cx,"4,9",module_0,module_1,11570,21635,21745,10065,10175,110
victim_present,102,216,cx,"5,10",module_0,module_1,11575,21745,21855,10170,10280,110
victim_present,103,217,cx,"5,11",module_0,module_1,11580,21855,21965,10275,10385,110
victim_present,104,235,ccx,"1,0,13",module_0,module_2,11670,21965,22075,10295,10405,110
victim_present,105,236,ccx,"13,2,14",module_0,module_2,11675,22075,22185,10400,10510,110
victim_present,106,237,ccx,"14,3,15",module_0,module_2,11680,22185,22295,10505,10615,110
victim_present,107,238,ccx,"15,4,16",module_0,module_2,11685,22295,22405,10610,10720,110
victim_present,108,239,ccx,"16,5,17",module_0,module_2,11690,22405,22515,10715,10825,110
victim_present,109,241,ccx,"16,5,17",module_0,module_2,11700,22515,22625,10815,10925,110
victim_present,110,242,ccx,"15,4,16",module_0,module_2,11705,22625,22735,10920,11030,110
victim_present,111,243,ccx,"14,3,15",module_0,module_2,11710,22735,22845,11025,11135,110
victim_present,112,244,ccx,"13,2,14",module_0,module_2,11715,22845,22955,11130,11240,110
victim_present,113,245,ccx,"1,0,13",module_0,module_2,11720,22955,23065,11235,11345,110
victim_present,114,258,cx,"0,6",module_0,module_1,11785,23065,23175,11280,11390,110
victim_present,115,259,cx,"1,8",module_0,module_1,11790,23175,23285,11385,11495,110
victim_present,116,260,cx,"2,10",module_0,module_1,11795,23285,23395,11490,11600,110
victim_present,117,261,cx,"3,6",module_0,module_1,11800,23395,23505,11595,11705,110
victim_present,118,262,cx,"3,7",module_0,module_1,11805,23505,23615,11700,11810,110
victim_present,119,263,cx,"4,8",module_0,module_1,11810,23615,23725,11805,11915,110
victim_present,120,264,cx,"4,9",module_0,module_1,11815,23725,23835,11910,12020,110
victim_present,121,265,cx,"5,10",module_0,module_1,11820,23835,23945,12015,12125,110
victim_present,122,266,cx,"5,11",module_0,module_1,11825,23945,24055,12120,12230,110
victim_present,123,277,ccx,"7,6,13",module_1,module_2,11880,24055,24165,12175,12285,110
victim_present,124,278,ccx,"13,8,14",module_1,module_2,11885,24165,24275,12280,12390,110
victim_present,125,279,ccx,"14,9,15",module_1,module_2,11890,24275,24385,12385,12495,110
victim_present,126,280,ccx,"15,10,16",module_1,module_2,11895,24385,24495,12490,12600,110
victim_present,127,281,ccx,"16,11,17",module_1,module_2,11900,24495,24605,12595,12705,110
victim_present,128,283,ccx,"16,11,17",module_1,module_2,11910,24605,24715,12695,12805,110
victim_present,129,284,ccx,"15,10,16",module_1,module_2,11915,24715,24825,12800,12910,110
victim_present,130,285,ccx,"14,9,15",module_1,module_2,11920,24825,24935,12905,13015,110
victim_present,131,286,ccx,"13,8,14",module_1,module_2,11925,24935,25045,13010,13120,110
victim_present,132,287,ccx,"7,6,13",module_1,module_2,11930,25045,25155,13115,13225,110
victim_present,133,293,cx,"0,6",module_0,module_1,11960,25155,25265,13195,13305,110
victim_present,134,294,cx,"1,8",module_0,module_1,11965,25265,25375,13300,13410,110
victim_present,135,295,cx,"2,10",module_0,module_1,11970,25375,25485,13405,13515,110
victim_present,136,296,cx,"3,6",module_0,module_1,11975,25485,25595,13510,13620,110
victim_present,137,297,cx,"3,7",module_0,module_1,11980,25595,25705,13615,13725,110
victim_present,138,298,cx,"4,8",module_0,module_1,11985,25705,25815,13720,13830,110
victim_present,139,299,cx,"4,9",module_0,module_1,11990,25815,25925,13825,13935,110
victim_present,140,300,cx,"5,10",module_0,module_1,11995,25925,26035,13930,14040,110
victim_present,141,301,cx,"5,11",module_0,module_1,12000,26035,26145,14035,14145,110
victim_present,142,319,ccx,"1,0,13",module_0,module_2,12090,26145,26255,14055,14165,110
victim_present,143,320,ccx,"13,2,14",module_0,module_2,12095,26255,26365,14160,14270,110
victim_present,144,321,ccx,"14,3,15",module_0,module_2,12100,26365,26475,14265,14375,110
victim_present,145,322,ccx,"15,4,16",module_0,module_2,12105,26475,26585,14370,14480,110
victim_present,146,323,ccx,"16,5,17",module_0,module_2,12110,26585,26695,14475,14585,110
victim_present,147,325,ccx,"16,5,17",module_0,module_2,12120,26695,26805,14575,14685,110
victim_present,148,326,ccx,"15,4,16",module_0,module_2,12125,26805,26915,14680,14790,110
victim_present,149,327,ccx,"14,3,15",module_0,module_2,12130,26915,27025,14785,14895,110
victim_present,150,328,ccx,"13,2,14",module_0,module_2,12135,27025,27135,14890,15000,110
victim_present,151,329,ccx,"1,0,13",module_0,module_2,12140,27135,27245,14995,15105,110
victim_present,152,342,cx,"0,6",module_0,module_1,12205,27245,27355,15040,15150,110
victim_present,153,343,cx,"1,8",module_0,module_1,12210,27355,27465,15145,15255,110
victim_present,154,344,cx,"2,10",module_0,module_1,12215,27465,27575,15250,15360,110
victim_present,155,345,cx,"3,6",module_0,module_1,12220,27575,27685,15355,15465,110
victim_present,156,346,cx,"3,7",module_0,module_1,12225,27685,27795,15460,15570,110
victim_present,157,347,cx,"4,8",module_0,module_1,12230,27795,27905,15565,15675,110
victim_present,158,348,cx,"4,9",module_0,module_1,12235,27905,28015,15670,15780,110
victim_present,159,349,cx,"5,10",module_0,module_1,12240,28015,28125,15775,15885,110
victim_present,160,350,cx,"5,11",module_0,module_1,12245,28125,28235,15880,15990,110
victim_present,161,361,ccx,"7,6,13",module_1,module_2,12300,28235,28345,15935,16045,110
victim_present,162,362,ccx,"13,8,14",module_1,module_2,12305,28345,28455,16040,16150,110
victim_present,163,363,ccx,"14,9,15",module_1,module_2,12310,28455,28565,16145,16255,110
victim_present,164,364,ccx,"15,10,16",module_1,module_2,12315,28565,28675,16250,16360,110
victim_present,165,365,ccx,"16,11,17",module_1,module_2,12320,28675,28785,16355,16465,110
victim_present,166,367,ccx,"16,11,17",module_1,module_2,12330,28785,28895,16455,16565,110
victim_present,167,368,ccx,"15,10,16",module_1,module_2,12335,28895,29005,16560,16670,110
victim_present,168,369,ccx,"14,9,15",module_1,module_2,12340,29005,29115,16665,16775,110
victim_present,169,370,ccx,"13,8,14",module_1,module_2,12345,29115,29225,16770,16880,110
victim_present,170,371,ccx,"7,6,13",module_1,module_2,12350,29225,29335,16875,16985,110
victim_present,171,377,cx,"0,6",module_0,module_1,12380,29335,29445,16955,17065,110
victim_present,172,378,cx,"1,8",module_0,module_1,12385,29445,29555,17060,17170,110
victim_present,173,379,cx,"2,10",module_0,module_1,12390,29555,29665,17165,17275,110
victim_present,174,380,cx,"3,6",module_0,module_1,12395,29665,29775,17270,17380,110
victim_present,175,381,cx,"3,7",module_0,module_1,12400,29775,29885,17375,17485,110
victim_present,176,382,cx,"4,8",module_0,module_1,12405,29885,29995,17480,17590,110
victim_present,177,383,cx,"4,9",module_0,module_1,12410,29995,30105,17585,17695,110
victim_present,178,384,cx,"5,10",module_0,module_1,12415,30105,30215,17690,17800,110
victim_present,179,385,cx,"5,11",module_0,module_1,12420,30215,30325,17795,17905,110
victim_present,180,403,ccx,"1,0,13",module_0,module_2,12510,30325,30435,17815,17925,110
victim_present,181,404,ccx,"13,2,14",module_0,module_2,12515,30435,30545,17920,18030,110
victim_present,182,405,ccx,"14,3,15",module_0,module_2,12520,30545,30655,18025,18135,110
victim_present,183,406,ccx,"15,4,16",module_0,module_2,12525,30655,30765,18130,18240,110
victim_present,184,407,ccx,"16,5,17",module_0,module_2,12530,30765,30875,18235,18345,110
victim_present,185,409,ccx,"16,5,17",module_0,module_2,12540,30875,30985,18335,18445,110
victim_present,186,410,ccx,"15,4,16",module_0,module_2,12545,30985,31095,18440,18550,110
