run_type,victim_remote_event_id,victim_trace_step,op_name,qubits,source_module,target_modules,arrival_time_ns,service_start_time_ns,completion_time_ns,waiting_time_ns,turnaround_time_ns,service_time_ns
victim_present,0,82,cx,"6,0",module_0,module_1,16830,16830,16940,0,110,110
victim_present,1,84,cx,"6,0",module_0,module_1,16840,16940,17050,100,210,110
victim_present,2,87,cx,"6,1",module_0,module_1,16855,17050,17160,195,305,110
victim_present,3,89,cx,"6,1",module_0,module_1,16865,17160,17270,295,405,110
victim_present,4,92,cx,"6,2",module_0,module_1,16880,17270,17380,390,500,110
victim_present,5,94,cx,"6,2",module_0,module_1,16890,17380,17490,490,600,110
victim_present,6,97,cx,"6,3",module_0,module_1,16905,17490,17600,585,695,110
victim_present,7,99,cx,"6,3",module_0,module_1,16915,17600,17710,685,795,110
victim_present,8,102,cx,"6,4",module_0,module_1,16930,17710,17820,780,890,110
victim_present,9,104,cx,"6,4",module_0,module_1,16940,17820,17930,880,990,110
victim_present,10,107,cx,"6,5",module_0,module_1,16955,17930,18040,975,1085,110
victim_present,11,109,cx,"6,5",module_0,module_1,16965,18040,18150,1075,1185,110
victim_present,12,113,cx,"7,0",module_0,module_1,16985,18150,18260,1165,1275,110
victim_present,13,115,cx,"7,0",module_0,module_1,16995,18260,18370,1265,1375,110
victim_present,14,118,cx,"7,1",module_0,module_1,17010,18370,18480,1360,1470,110
victim_present,15,120,cx,"7,1",module_0,module_1,17020,18480,18590,1460,1570,110
victim_present,16,123,cx,"7,2",module_0,module_1,17035,18590,18700,1555,1665,110
victim_present,17,125,cx,"7,2",module_0,module_1,17045,18700,18810,1655,1765,110
victim_present,18,128,cx,"7,3",module_0,module_1,17060,18810,18920,1750,1860,110
victim_present,19,130,cx,"7,3",module_0,module_1,17070,18920,19030,1850,1960,110
victim_present,20,133,cx,"7,4",module_0,module_1,17085,19030,19140,1945,2055,110
victim_present,21,135,cx,"7,4",module_0,module_1,17095,19140,19250,2045,2155,110
victim_present,22,138,cx,"7,5",module_0,module_1,17110,19250,19360,2140,2250,110
victim_present,23,140,cx,"7,5",module_0,module_1,17120,19360,19470,2240,2350,110
victim_present,24,149,cx,"8,0",module_0,module_1,17165,19470,19580,2305,2415,110
victim_present,25,151,cx,"8,0",module_0,module_1,17175,19580,19690,2405,2515,110
victim_present,26,154,cx,"8,1",module_0,module_1,17190,19690,19800,2500,2610,110
victim_present,27,156,cx,"8,1",module_0,module_1,17200,19800,19910,2600,2710,110
victim_present,28,159,cx,"8,2",module_0,module_1,17215,19910,20020,2695,2805,110
victim_present,29,161,cx,"8,2",module_0,module_1,17225,20020,20130,2795,2905,110
victim_present,30,164,cx,"8,3",module_0,module_1,17240,20130,20240,2890,3000,110
victim_present,31,166,cx,"8,3",module_0,module_1,17250,20240,20350,2990,3100,110
victim_present,32,169,cx,"8,4",module_0,module_1,17265,20350,20460,3085,3195,110
victim_present,33,171,cx,"8,4",module_0,module_1,17275,20460,20570,3185,3295,110
victim_present,34,174,cx,"8,5",module_0,module_1,17290,20570,20680,3280,3390,110
victim_present,35,176,cx,"8,5",module_0,module_1,17300,20680,20790,3380,3490,110
victim_present,36,190,cx,"9,0",module_0,module_1,17370,20790,20900,3420,3530,110
victim_present,37,192,cx,"9,0",module_0,module_1,17380,20900,21010,3520,3630,110
victim_present,38,195,cx,"9,1",module_0,module_1,17395,21010,21120,3615,3725,110
victim_present,39,197,cx,"9,1",module_0,module_1,17405,21120,21230,3715,3825,110
victim_present,40,200,cx,"9,2",module_0,module_1,17420,21230,21340,3810,3920,110
victim_present,41,202,cx,"9,2",module_0,module_1,17430,21340,21450,3910,4020,110
victim_present,42,205,cx,"9,3",module_0,module_1,17445,21450,21560,4005,4115,110
victim_present,43,207,cx,"9,3",module_0,module_1,17455,21560,21670,4105,4215,110
victim_present,44,210,cx,"9,4",module_0,module_1,17470,21670,21780,4200,4310,110
victim_present,45,212,cx,"9,4",module_0,module_1,17480,21780,21890,4300,4410,110
victim_present,46,215,cx,"9,5",module_0,module_1,17495,21890,22000,4395,4505,110
victim_present,47,217,cx,"9,5",module_0,module_1,17505,22000,22110,4495,4605,110
victim_present,48,236,cx,"10,0",module_0,module_1,17600,22110,22220,4510,4620,110
victim_present,49,238,cx,"10,0",module_0,module_1,17610,22220,22330,4610,4720,110
victim_present,50,241,cx,"10,1",module_0,module_1,17625,22330,22440,4705,4815,110
victim_present,51,243,cx,"10,1",module_0,module_1,17635,22440,22550,4805,4915,110
victim_present,52,246,cx,"10,2",module_0,module_1,17650,22550,22660,4900,5010,110
victim_present,53,248,cx,"10,2",module_0,module_1,17660,22660,22770,5000,5110,110
victim_present,54,251,cx,"10,3",module_0,module_1,17675,22770,22880,5095,5205,110
victim_present,55,253,cx,"10,3",module_0,module_1,17685,22880,22990,5195,5305,110
victim_present,56,256,cx,"10,4",module_0,module_1,17700,22990,23100,5290,5400,110
victim_present,57,258,cx,"10,4",module_0,module_1,17710,23100,23210,5390,5500,110
victim_present,58,261,cx,"10,5",module_0,module_1,17725,23210,23320,5485,5595,110
victim_present,59,263,cx,"10,5",module_0,module_1,17735,23320,23430,5585,5695,110
victim_present,60,287,cx,"11,0",module_0,module_1,17855,23430,23540,5575,5685,110
victim_present,61,289,cx,"11,0",module_0,module_1,17865,23540,23650,5675,5785,110
victim_present,62,292,cx,"11,1",module_0,module_1,17880,23650,23760,5770,5880,110
victim_present,63,294,cx,"11,1",module_0,module_1,17890,23760,23870,5870,5980,110
victim_present,64,297,cx,"11,2",module_0,module_1,17905,23870,23980,5965,6075,110
victim_present,65,299,cx,"11,2",module_0,module_1,17915,23980,24090,6065,6175,110
victim_present,66,302,cx,"11,3",module_0,module_1,17930,24090,24200,6160,6270,110
victim_present,67,304,cx,"11,3",module_0,module_1,17940,24200,24310,6260,6370,110
victim_present,68,307,cx,"11,4",module_0,module_1,17955,24310,24420,6355,6465,110
victim_present,69,309,cx,"11,4",module_0,module_1,17965,24420,24530,6455,6565,110
victim_present,70,312,cx,"11,5",module_0,module_1,17980,24530,24640,6550,6660,110
victim_present,71,314,cx,"11,5",module_0,module_1,17990,24640,24750,6650,6760,110
victim_present,72,343,cx,"12,0",module_0,module_2,18135,24750,24860,6615,6725,110
victim_present,73,345,cx,"12,0",module_0,module_2,18145,24860,24970,6715,6825,110
victim_present,74,348,cx,"12,1",module_0,module_2,18160,24970,25080,6810,6920,110
victim_present,75,350,cx,"12,1",module_0,module_2,18170,25080,25190,6910,7020,110
victim_present,76,353,cx,"12,2",module_0,module_2,18185,25190,25300,7005,7115,110
victim_present,77,355,cx,"12,2",module_0,module_2,18195,25300,25410,7105,7215,110
victim_present,78,358,cx,"12,3",module_0,module_2,18210,25410,25520,7200,7310,110
victim_present,79,360,cx,"12,3",module_0,module_2,18220,25520,25630,7300,7410,110
victim_present,80,363,cx,"12,4",module_0,module_2,18235,25630,25740,7395,7505,110
victim_present,81,365,cx,"12,4",module_0,module_2,18245,25740,25850,7495,7605,110
victim_present,82,368,cx,"12,5",module_0,module_2,18260,25850,25960,7590,7700,110
victim_present,83,370,cx,"12,5",module_0,module_2,18270,25960,26070,7690,7800,110
victim_present,84,373,cx,"12,6",module_1,module_2,18285,26070,26180,7785,7895,110
victim_present,85,375,cx,"12,6",module_1,module_2,18295,26180,26290,7885,7995,110
victim_present,86,378,cx,"12,7",module_1,module_2,18310,26290,26400,7980,8090,110
victim_present,87,380,cx,"12,7",module_1,module_2,18320,26400,26510,8080,8190,110
victim_present,88,383,cx,"12,8",module_1,module_2,18335,26510,26620,8175,8285,110
victim_present,89,385,cx,"12,8",module_1,module_2,18345,26620,26730,8275,8385,110
victim_present,90,388,cx,"12,9",module_1,module_2,18360,26730,26840,8370,8480,110
victim_present,91,390,cx,"12,9",module_1,module_2,18370,26840,26950,8470,8580,110
victim_present,92,393,cx,"12,10",module_1,module_2,18385,26950,27060,8565,8675,110
victim_present,93,395,cx,"12,10",module_1,module_2,18395,27060,27170,8665,8775,110
victim_present,94,398,cx,"12,11",module_1,module_2,18410,27170,27280,8760,8870,110
victim_present,95,400,cx,"12,11",module_1,module_2,18420,27280,27390,8860,8970,110
victim_present,96,404,cx,"13,0",module_0,module_2,18440,27390,27500,8950,9060,110
victim_present,97,406,cx,"13,0",module_0,module_2,18450,27500,27610,9050,9160,110
victim_present,98,409,cx,"13,1",module_0,module_2,18465,27610,27720,9145,9255,110
victim_present,99,411,cx,"13,1",module_0,module_2,18475,27720,27830,9245,9355,110
victim_present,100,414,cx,"13,2",module_0,module_2,18490,27830,27940,9340,9450,110
victim_present,101,416,cx,"13,2",module_0,module_2,18500,27940,28050,9440,9550,110
victim_present,102,419,cx,"13,3",module_0,module_2,18515,28050,28160,9535,9645,110
victim_present,103,421,cx,"13,3",module_0,module_2,18525,28160,28270,9635,9745,110
victim_present,104,424,cx,"13,4",module_0,module_2,18540,28270,28380,9730,9840,110
victim_present,105,426,cx,"13,4",module_0,module_2,18550,28380,28490,9830,9940,110
victim_present,106,429,cx,"13,5",module_0,module_2,18565,28490,28600,9925,10035,110
victim_present,107,431,cx,"13,5",module_0,module_2,18575,28600,28710,10025,10135,110
victim_present,108,434,cx,"13,6",module_1,module_2,18590,28710,28820,10120,10230,110
victim_present,109,436,cx,"13,6",module_1,module_2,18600,28820,28930,10220,10330,110
victim_present,110,439,cx,"13,7",module_1,module_2,18615,28930,29040,10315,10425,110
victim_present,111,441,cx,"13,7",module_1,module_2,18625,29040,29150,10415,10525,110
victim_present,112,444,cx,"13,8",module_1,module_2,18640,29150,29260,10510,10620,110
victim_present,113,446,cx,"13,8",module_1,module_2,18650,29260,29370,10610,10720,110
victim_present,114,449,cx,"13,9",module_1,module_2,18665,29370,29480,10705,10815,110
victim_present,115,451,cx,"13,9",module_1,module_2,18675,29480,29590,10805,10915,110
victim_present,116,454,cx,"13,10",module_1,module_2,18690,29590,29700,10900,11010,110
victim_present,117,456,cx,"13,10",module_1,module_2,18700,29700,29810,11000,11110,110
victim_present,118,459,cx,"13,11",module_1,module_2,18715,29810,29920,11095,11205,110
victim_present,119,461,cx,"13,11",module_1,module_2,18725,29920,30030,11195,11305,110
victim_present,120,470,cx,"14,0",module_0,module_2,18770,30030,30140,11260,11370,110
victim_present,121,472,cx,"14,0",module_0,module_2,18780,30140,30250,11360,11470,110
victim_present,122,475,cx,"14,1",module_0,module_2,18795,30250,30360,11455,11565,110
victim_present,123,477,cx,"14,1",module_0,module_2,18805,30360,30470,11555,11665,110
victim_present,124,480,cx,"14,2",module_0,module_2,18820,30470,30580,11650,11760,110
victim_present,125,482,cx,"14,2",module_0,module_2,18830,30580,30690,11750,11860,110
victim_present,126,485,cx,"14,3",module_0,module_2,18845,30690,30800,11845,11955,110
victim_present,127,487,cx,"14,3",module_0,module_2,18855,30800,30910,11945,12055,110
victim_present,128,490,cx,"14,4",module_0,module_2,18870,30910,31020,12040,12150,110
victim_present,129,492,cx,"14,4",module_0,module_2,18880,31020,31130,12140,12250,110
victim_present,130,495,cx,"14,5",module_0,module_2,18895,31130,31240,12235,12345,110
victim_present,131,497,cx,"14,5",module_0,module_2,18905,31240,31350,12335,12445,110
victim_present,132,500,cx,"14,6",module_1,module_2,18920,31350,31460,12430,12540,110
victim_present,133,502,cx,"14,6",module_1,module_2,18930,31460,31570,12530,12640,110
victim_present,134,505,cx,"14,7",module_1,module_2,18945,31570,31680,12625,12735,110
victim_present,135,507,cx,"14,7",module_1,module_2,18955,31680,31790,12725,12835,110
victim_present,136,510,cx,"14,8",module_1,module_2,18970,31790,31900,12820,12930,110
victim_present,137,512,cx,"14,8",module_1,module_2,18980,31900,32010,12920,13030,110
victim_present,138,515,cx,"14,9",module_1,module_2,18995,32010,32120,13015,13125,110
victim_present,139,517,cx,"14,9",module_1,module_2,19005,32120,32230,13115,13225,110
