victim_qasm,victim_tag,trial_id,configuration_id,subexperiment,allocation_policy,communication_qubits_per_module,tenants_sharing_module,reservation_duration_ns,reset_time_ns,epr_prefetch_enabled,allocation_coordination,allocation_granularity,hub_capacity,attacker_probe_count,attacker_baseline_rejected,attacker_combined_rejected,victim_only_rejected,victim_combined_rejected,attacker_combined_failed_request_count,victim_combined_failed_request_count,baseline_avg_communication_qubit_queue_delay_ns,combined_avg_communication_qubit_queue_delay_ns,avg_excess_communication_qubit_queue_delay_ns,avg_excess_turnaround_time_ns,max_excess_turnaround_time_ns,total_effective_excess_turnaround_time_ns,delayed_or_failed_probe_count,attacker_detection_probability,balanced_detection_accuracy,allocation_change_probability,allocation_conflict_count,redirected_endpoint_count,combined_failed_request_count,combined_request_failure_rate,communication_qubit_utilization,reset_utilization,allocation_hold_utilization,reservation_utilization,effective_communication_qubit_utilization,epr_prefetched_pair_count,epr_used_pair_count,epr_wasted_pair_count,epr_stranded_pair_count,epr_pair_wastage_fraction,jain_grant_fairness,jain_inverse_wait_fairness,victim_only_completion_time_ns,combined_victim_completion_time_ns,victim_slowdown_ratio,victim_failed_in_combined,mean_attacker_reuse_delay_ns,mean_victim_reuse_delay_ns
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res0__reset0__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,0,0,False,global,per_operation,64,48,False,False,False,False,0,0,0.0625,0.0625,0.0,0.0,0.0,0.0,0,0.0,0.5,0.020833333333333332,179,0,0,0.0,0.1015744032503809,0.0,0.0,0.1015744032503809,0.2031488065007618,0,0,0,0,0.0,0.7697044334975369,0.7191699255249214,765.0,765.0,1.0,False,320.71875,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res0__reset50__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,0,50,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.020833333333333332,333,0,0,0.0,0.09892531138990063,0.04496605063177301,0.0,0.14389136202167363,0.28778272404334726,0,0,0,0,0.0,0.7697044334975369,0.30837314625326684,1015.0,1015.0,1.0,False,271.59375,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res0__reset200__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,0,200,False,global,per_operation,64,48,False,False,False,False,0,0,23.875,48.520833333333336,24.645833333333332,24.645833333333332,510.0,1183.0,3,0.0625,0.53125,0.16666666666666666,489,0,0,0.0,0.09701459628698682,0.17639017506724874,0.0,0.2734047713542356,0.5468095427084712,0,0,0,0,0.0,0.7697044334975369,0.7142253714855805,1893.0,1893.0,1.0,False,316.9375,91.66666666666667
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res500__reset0__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,500,0,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,414,0,0,0.0,0.09497906143418383,0.0,0.0,0.3476319993092432,0.44261106074342704,0,0,0,0,0.0,0.7697044334975369,0.2556642807514855,765.0,765.0,1.0,False,325.0,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res500__reset50__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,500,50,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,589,0,0,0.0,0.09959257582616568,0.04526935264825713,0.0,0.35523766410140334,0.5000995925758261,0,0,0,0,0.0,0.7697044334975369,0.25408142741286077,1015.0,1015.0,1.0,False,276.0416666666667,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res500__reset200__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,500,200,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,1188,0,0,0.0,0.09408544669204123,0.17106444853098404,0.0,0.38093486721122183,0.6460847624342471,0,0,0,0,0.0,0.7697044334975369,0.25177891933797586,1765.0,1765.0,1.0,False,129.16666666666666,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res2000__reset0__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,2000,0,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,1480,0,0,0.0,0.08803521408563425,0.0,0.0,0.4167907162865146,0.5048259303721488,0,0,0,0,0.0,0.7697044334975369,0.2508416752626866,765.0,2806.0,3.66797385620915,False,325.0,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res2000__reset50__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,2000,50,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,3139,0,2,0.02,0.0859306496612196,0.039059386209645275,0.0,0.42004782781984856,0.5450378636907134,0,0,0,0,0.0,0.7569356872635561,0.25049278963480975,1015.0,5710.0,5.625615763546798,False,276.0416666666667,183.75
bv_n19.qasm,bv_n19,0,reservation_reset__coherence_aware__cq2__ten4__res2000__reset200__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,2000,200,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,2960,0,12,0.12,0.0718634001484781,0.13066072754268745,0.0,0.4110913140311804,0.613615441722346,0,0,0,0,0.0,0.6648351648351648,0.25192398309204395,1765.0,1765.0,1.0,False,129.16666666666666,183.75
bv_n19.qasm,bv_n19,1,reservation_reset__coherence_aware__cq2__ten4__res0__reset0__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,0,0,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,1.9583333333333333,1.9583333333333333,1.9583333333333333,94.0,94.0,1,0.020833333333333332,0.5104166666666666,0.041666666666666664,261,0,0,0.0,0.09918398629457643,0.0,0.0,0.09918398629457643,0.19836797258915287,0,0,0,0,0.0,0.7697044334975369,0.5292704299567028,854.0,854.0,1.0,False,357.5520833333333,91.66666666666667
bv_n19.qasm,bv_n19,1,reservation_reset__coherence_aware__cq2__ten4__res0__reset50__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,0,50,False,global,per_operation,64,48,False,False,False,False,0,0,1.3125,11.729166666666666,10.416666666666666,10.416666666666666,380.0,500.0,2,0.041666666666666664,0.5208333333333334,0.020833333333333332,431,0,0,0.0,0.10245424486564522,0.04657011130256601,0.0,0.14902435616821125,0.2980487123364225,0,0,0,0,0.0,0.7697044334975369,0.611350916794865,1015.0,1015.0,1.0,False,299.7708333333333,183.75
bv_n19.qasm,bv_n19,1,reservation_reset__coherence_aware__cq2__ten4__res0__reset200__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,0,200,False,global,per_operation,64,48,False,False,False,False,0,0,3.3958333333333335,38.229166666666664,34.833333333333336,34.833333333333336,544.0,1672.0,8,0.16666666666666666,0.5833333333333334,0.10416666666666667,524,0,0,0.0,0.10436432637571158,0.18975332068311196,0.0,0.29411764705882354,0.5882352941176471,0,0,0,0,0.0,0.7697044334975369,0.6057251826598807,2054.0,2054.0,1.0,False,179.29166666666666,91.66666666666667
bv_n19.qasm,bv_n19,1,reservation_reset__coherence_aware__cq2__ten4__res500__reset0__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,500,0,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.020833333333333332,404,0,0,0.0,0.09606567398803546,0.0,0.0,0.35792323479324045,0.4539889087812759,0,0,0,0,0.0,0.7697044334975369,0.2544793507541654,765.0,1290.0,1.6862745098039216,False,330.1354166666667,205.625
bv_n19.qasm,bv_n19,1,reservation_reset__coherence_aware__cq2__ten4__res500__reset50__noepr__global__per_operation,reservation_reset,coherence_aware,2,4,500,50,False,global,per_operation,64,48,False,False,False,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,455,0,0,0.0,0.09487666034155598,0.043125754700707265,0.0,0.3571588752803174,0.49516129032258066,0,0,0,0,0.0,0.7697044334975369,0.2550905451870954,1015.0,1015.0,1.0,False,276.0416666666667,183.75
